order_id,delivered_time,packing_time
2507,2025-06-24 12:44:20,2025-06-24 12:27:20
2529,2025-06-24 13:27:20,2025-06-24 13:13:20
2576,2025-06-24 14:08:40,2025-06-24 13:53:00
2600,2025-06-24 14:52:00,2025-06-24 14:36:20
2611,2025-06-24 15:37:20,2025-06-24 15:21:40
2645,2025-06-24 16:24:40,2025-06-24 16:06:00
2683,2025-06-24 17:12:40,2025-06-24 16:55:40
2697,2025-06-24 17:56:20,2025-06-24 17:40:00
2710,2025-06-24 18:44:20,2025-06-24 18:28:20
2746,2025-06-24 19:31:40,2025-06-24 19:16:00
2775,2025-06-24 20:15:40,2025-06-24 20:01:40
2787,2025-06-24 21:06:00,2025-06-24 20:48:20
2793,2025-06-24 21:51:40,2025-06-24 21:34:20
2923,2025-06-24 22:38:40,2025-06-24 22:20:40
2957,2025-06-24 23:25:20,2025-06-24 23:09:00
2273,2025-06-24 08:37:00,2025-06-24 08:22:00
2553,2025-06-24 09:25:20,2025-06-24 09:07:40
2559,2025-06-24 10:13:40,2025-06-24 09:56:00
2573,2025-06-24 11:04:40,2025-06-24 10:45:40
2637,2025-06-24 11:49:20,2025-06-24 11:32:00
2438,2025-06-24 08:42:40,2025-06-24 08:27:20
2492,2025-06-24 09:27:20,2025-06-24 09:10:00
2691,2025-06-24 10:09:20,2025-06-24 09:53:20
2952,2025-06-24 10:53:40,2025-06-24 10:38:00
2370,2025-06-24 08:44:40,2025-06-24 08:28:20
2548,2025-06-24 09:26:40,2025-06-24 09:11:40
2554,2025-06-24 10:17:20,2025-06-24 10:00:00
2623,2025-06-24 11:04:40,2025-06-24 10:48:00
2823,2025-06-24 11:50:20,2025-06-24 11:35:00
2920,2025-06-24 12:31:40,2025-06-24 12:16:00
2664,2025-06-24 08:37:40,2025-06-24 08:22:20
2750,2025-06-24 09:26:20,2025-06-24 09:09:00
2868,2025-06-24 10:17:00,2025-06-24 10:00:40
2902,2025-06-24 11:09:00,2025-06-24 10:52:00
2478,2025-06-24 08:35:00,2025-06-24 08:18:00
2509,2025-06-24 09:18:40,2025-06-24 09:02:20
2960,2025-06-24 10:04:40,2025-06-24 09:47:40
2498,2025-06-24 08:44:00,2025-06-24 08:26:00
2578,2025-06-24 09:36:00,2025-06-24 09:17:00
2769,2025-06-24 10:21:20,2025-06-24 10:04:40
2929,2025-06-24 11:07:40,2025-06-24 10:51:00
2307,2025-06-24 08:45:40,2025-06-24 08:27:20
2372,2025-06-24 09:27:40,2025-06-24 09:12:40
2485,2025-06-24 10:14:40,2025-06-24 09:57:40
2810,2025-06-24 10:57:40,2025-06-24 10:40:40
2819,2025-06-24 11:42:20,2025-06-24 11:26:00
2350,2025-06-24 08:32:40,2025-06-24 08:16:20
2430,2025-06-24 09:15:40,2025-06-24 08:58:40
2594,2025-06-24 10:02:20,2025-06-24 09:45:00
2687,2025-06-24 10:48:20,2025-06-24 10:32:20
1514,2025-06-24 08:29:00,2025-06-24 08:10:00
2358,2025-06-24 09:11:20,2025-06-24 08:53:40
2368,2025-06-24 09:57:20,2025-06-24 09:41:20
2516,2025-06-24 10:38:20,2025-06-24 10:22:20
2527,2025-06-24 11:22:40,2025-06-24 11:07:00
2624,2025-06-24 12:13:20,2025-06-24 11:56:00
2392,2025-06-24 08:37:40,2025-06-24 08:21:20
2531,2025-06-24 09:24:40,2025-06-24 09:06:40
2580,2025-06-24 10:07:00,2025-06-24 09:50:20
2895,2025-06-24 10:50:40,2025-06-24 10:35:20
2933,2025-06-24 11:36:20,2025-06-24 11:19:00
2944,2025-06-24 12:24:00,2025-06-24 12:07:40
2328,2025-06-24 08:47:00,2025-06-24 08:28:00
2397,2025-06-24 09:29:00,2025-06-24 09:13:00
2825,2025-06-24 10:11:00,2025-06-24 09:55:00
2945,2025-06-24 11:03:20,2025-06-24 10:44:40
2289,2025-06-24 08:38:40,2025-06-24 08:24:20
2413,2025-06-24 09:23:00,2025-06-24 09:06:20
2309,2025-06-24 08:42:00,2025-06-24 08:23:00
2336,2025-06-24 09:25:00,2025-06-24 09:11:00
2365,2025-06-24 10:09:40,2025-06-24 09:52:20
2421,2025-06-24 10:55:20,2025-06-24 10:41:00
2521,2025-06-24 11:39:00,2025-06-24 11:23:40
2530,2025-06-24 12:28:40,2025-06-24 12:12:20
2586,2025-06-24 13:15:40,2025-06-24 12:58:40
2786,2025-06-24 13:56:20,2025-06-24 13:42:00
2821,2025-06-24 14:39:00,2025-06-24 14:24:40
2912,2025-06-24 15:30:00,2025-06-24 15:12:00
2325,2025-06-24 08:33:00,2025-06-24 08:18:00
2327,2025-06-24 09:23:00,2025-06-24 09:06:00
2601,2025-06-24 10:09:00,2025-06-24 09:53:00
2747,2025-06-24 10:54:20,2025-06-24 10:38:40
2748,2025-06-24 11:37:20,2025-06-24 11:21:20
2292,2025-06-24 08:34:00,2025-06-24 08:19:00
2366,2025-06-24 09:19:00,2025-06-24 09:01:00
2462,2025-06-24 10:05:00,2025-06-24 09:50:00
2464,2025-06-24 10:48:20,2025-06-24 10:31:40
2469,2025-06-24 11:34:20,2025-06-24 11:18:20
2515,2025-06-24 12:19:00,2025-06-24 12:01:40
2550,2025-06-24 13:09:00,2025-06-24 12:50:00
2608,2025-06-24 13:58:00,2025-06-24 13:41:00
2654,2025-06-24 14:39:20,2025-06-24 14:23:40
2704,2025-06-24 15:26:40,2025-06-24 15:08:00
2811,2025-06-24 16:10:40,2025-06-24 15:53:40
2879,2025-06-24 16:54:40,2025-06-24 16:39:40
2935,2025-06-24 17:38:20,2025-06-24 17:21:00
2621,2025-06-24 08:38:00,2025-06-24 08:22:00
2798,2025-06-24 09:23:40,2025-06-24 09:08:20
2859,2025-06-24 10:12:00,2025-06-24 09:54:20
2409,2025-06-24 08:45:40,2025-06-24 08:29:20
2494,2025-06-24 09:27:40,2025-06-24 09:11:40
2555,2025-06-24 10:11:20,2025-06-24 09:56:00
2702,2025-06-24 10:55:00,2025-06-24 10:37:40
2804,2025-06-24 11:37:20,2025-06-24 11:22:40
2954,2025-06-24 12:25:00,2025-06-24 12:08:40
1950,2025-06-24 08:09:00,
2253,2025-06-24 08:56:20,2025-06-24 08:39:40
2312,2025-06-24 09:47:20,2025-06-24 09:28:20
2314,2025-06-24 10:40:20,2025-06-24 10:21:20
2453,2025-06-24 11:29:40,2025-06-24 11:11:00
2457,2025-06-24 12:15:20,2025-06-24 11:58:00
2484,2025-06-24 13:03:00,2025-06-24 12:45:40
2487,2025-06-24 13:49:00,2025-06-24 13:34:00
2549,2025-06-24 14:36:40,2025-06-24 14:21:20
2593,2025-06-24 15:23:00,2025-06-24 15:05:20
2598,2025-06-24 16:15:00,2025-06-24 15:57:00
2752,2025-06-24 17:02:00,2025-06-24 16:45:00
2767,2025-06-24 17:46:20,2025-06-24 17:31:40
2794,2025-06-24 18:37:40,2025-06-24 18:20:00
2820,2025-06-24 19:29:00,2025-06-24 19:10:20
2953,2025-06-24 20:14:40,2025-06-24 19:59:20
2265,2025-06-24 08:42:00,2025-06-24 08:25:00
2445,2025-06-24 09:26:40,2025-06-24 09:10:20
2483,2025-06-24 10:11:20,2025-06-24 09:55:00
2610,2025-06-24 10:55:40,2025-06-24 10:39:00
2658,2025-06-24 11:42:20,2025-06-24 11:27:00
2792,2025-06-24 12:29:20,2025-06-24 12:12:20
2835,2025-06-24 13:17:00,2025-06-24 12:59:40
2715,2025-06-24 08:44:20,2025-06-24 08:26:40
2932,2025-06-24 09:31:40,2025-06-24 09:16:00
2072,2025-06-24 08:02:00,
2437,2025-06-24 08:48:00,2025-06-24 08:31:00
2639,2025-06-24 09:33:40,2025-06-24 09:17:20
2668,2025-06-24 10:25:00,2025-06-24 10:06:20
2837,2025-06-24 11:07:20,2025-06-24 10:50:40
2403,2025-06-24 08:38:00,2025-06-24 08:21:00
2451,2025-06-24 09:26:00,2025-06-24 09:10:00
2563,2025-06-24 10:12:20,2025-06-24 09:54:40
2574,2025-06-24 10:57:20,2025-06-24 10:41:20
2636,2025-06-24 11:41:20,2025-06-24 11:25:20
2263,2025-06-24 08:44:40,2025-06-24 08:28:20
2386,2025-06-24 09:27:20,2025-06-24 09:11:00
2502,2025-06-24 10:13:20,2025-06-24 09:56:20
2387,2025-06-24 08:42:00,2025-06-24 08:27:00
2414,2025-06-24 09:31:20,2025-06-24 09:12:40
2551,2025-06-24 10:17:00,2025-06-24 10:00:40
2613,2025-06-24 11:07:00,2025-06-24 10:49:00
2876,2025-06-24 11:54:00,2025-06-24 11:36:00
2925,2025-06-24 12:39:20,2025-06-24 12:24:40
2222,2025-06-24 08:46:20,2025-06-24 08:29:40
2316,2025-06-24 09:28:40,2025-06-24 09:13:00
2539,2025-06-24 10:13:00,2025-06-24 09:57:20
2589,2025-06-24 10:57:00,2025-06-24 10:41:00
2705,2025-06-24 11:39:40,2025-06-24 11:23:20
2363,2025-06-24 08:37:00,2025-06-24 08:19:00
2404,2025-06-24 09:21:20,2025-06-24 09:04:40
2416,2025-06-24 10:03:20,2025-06-24 09:47:20
2535,2025-06-24 10:46:20,2025-06-24 10:30:20
2667,2025-06-24 11:32:20,2025-06-24 11:14:20
2672,2025-06-24 12:19:00,2025-06-24 12:02:40
2869,2025-06-24 13:01:40,2025-06-24 12:47:20
2956,2025-06-24 13:50:20,2025-06-24 13:33:00
2220,2025-06-24 08:44:00,2025-06-24 08:28:00
2236,2025-06-24 09:28:40,2025-06-24 09:13:20
2284,2025-06-24 10:20:00,2025-06-24 10:02:20
2320,2025-06-24 11:12:00,2025-06-24 10:55:00
2340,2025-06-24 11:54:40,2025-06-24 11:37:20
2364,2025-06-24 12:40:40,2025-06-24 12:22:40
2406,2025-06-24 13:21:20,2025-06-24 13:06:00
2495,2025-06-24 14:07:40,2025-06-24 13:50:00
2503,2025-06-24 14:52:20,2025-06-24 14:35:00
2556,2025-06-24 15:40:40,2025-06-24 15:23:00
2566,2025-06-24 16:25:20,2025-06-24 16:10:00
2689,2025-06-24 17:17:00,2025-06-24 16:59:40
2690,2025-06-24 18:02:20,2025-06-24 17:45:40
2722,2025-06-24 18:54:20,2025-06-24 18:36:20
2508,2025-06-24 08:48:00,2025-06-24 08:31:00
2512,2025-06-24 09:35:40,2025-06-24 09:18:20
2783,2025-06-24 10:24:20,2025-06-24 10:07:00
2481,2025-06-24 08:34:00,2025-06-24 08:18:00
2615,2025-06-24 09:20:20,2025-06-24 09:03:40
2843,2025-06-24 10:07:20,2025-06-24 09:51:20
2237,2025-06-24 08:39:00,2025-06-24 08:21:00
2301,2025-06-24 09:26:00,2025-06-24 09:10:00
2322,2025-06-24 10:19:00,2025-06-24 10:01:00
2455,2025-06-24 11:05:20,2025-06-24 10:48:40
2562,2025-06-24 11:52:40,2025-06-24 11:35:00
2777,2025-06-24 12:31:40,2025-06-24 12:17:40
2921,2025-06-24 13:17:40,2025-06-24 12:58:40
2219,2025-06-24 08:33:40,2025-06-24 08:17:20
2467,2025-06-24 09:16:40,2025-06-24 09:02:40
2543,2025-06-24 10:01:20,2025-06-24 09:44:00
2605,2025-06-24 10:45:20,2025-06-24 10:28:20
2743,2025-06-24 11:33:00,2025-06-24 11:16:40
2934,2025-06-24 12:16:00,2025-06-24 11:59:00
2223,2025-06-24 08:47:00,2025-06-24 08:30:00
2411,2025-06-24 09:36:00,2025-06-24 09:18:00
2696,2025-06-24 10:17:00,2025-06-24 10:03:00
2906,2025-06-24 11:00:40,2025-06-24 10:45:20
2339,2025-06-24 08:44:00,2025-06-24 08:26:00
2342,2025-06-24 09:34:20,2025-06-24 09:16:40
2343,2025-06-24 10:20:40,2025-06-24 10:04:00
2349,2025-06-24 11:01:40,2025-06-24 10:45:40
2353,2025-06-24 11:49:20,2025-06-24 11:33:00
2428,2025-06-24 12:31:40,2025-06-24 12:15:00
2448,2025-06-24 13:18:40,2025-06-24 13:01:40
2831,2025-06-24 13:58:40,2025-06-24 13:43:40
2918,2025-06-24 14:39:00,2025-06-24 14:24:20
2255,2025-06-24 08:47:00,2025-06-24 08:31:00
2286,2025-06-24 09:33:20,2025-06-24 09:16:40
2293,2025-06-24 10:14:00,2025-06-24 09:58:40
2375,2025-06-24 11:01:00,2025-06-24 10:44:00
2632,2025-06-24 11:48:00,2025-06-24 11:31:00
2656,2025-06-24 12:36:00,2025-06-24 12:17:00
2908,2025-06-24 13:22:20,2025-06-24 13:05:40
2911,2025-06-24 14:07:20,2025-06-24 13:53:20
2252,2025-06-24 08:44:00,2025-06-24 08:29:00
2459,2025-06-24 09:34:20,2025-06-24 09:17:40
2545,2025-06-24 10:18:40,2025-06-24 10:01:00
2699,2025-06-24 11:06:40,2025-06-24 10:47:40
2718,2025-06-24 11:49:20,2025-06-24 11:34:00
2730,2025-06-24 12:33:40,2025-06-24 12:16:00
1786,2025-06-24 08:02:00,
2060,2025-06-24 08:30:00,2025-06-24 08:15:00
2268,2025-06-24 09:16:00,2025-06-24 08:59:00
2275,2025-06-24 09:58:40,2025-06-24 09:42:20
2626,2025-06-24 10:45:40,2025-06-24 10:29:40
2643,2025-06-24 11:28:40,2025-06-24 11:13:40
2784,2025-06-24 12:13:20,2025-06-24 11:56:00
2867,2025-06-24 13:03:00,2025-06-24 12:45:40
2877,2025-06-24 13:43:20,2025-06-24 13:28:40
2360,2025-06-24 08:42:20,2025-06-24 08:25:40
2581,2025-06-24 09:25:20,2025-06-24 09:08:20
2629,2025-06-24 10:07:20,2025-06-24 09:51:20
2772,2025-06-24 10:57:20,2025-06-24 10:38:20
2824,2025-06-24 11:47:20,2025-06-24 11:28:20
2266,2025-06-24 08:36:00,2025-06-24 08:22:00
2477,2025-06-24 09:19:40,2025-06-24 09:02:20
2707,2025-06-24 10:07:00,2025-06-24 09:51:20
2232,2025-06-24 08:40:00,2025-06-24 08:24:00
2415,2025-06-24 09:23:40,2025-06-24 09:08:20
2470,2025-06-24 10:15:40,2025-06-24 09:56:40
2558,2025-06-24 10:55:20,2025-06-24 10:41:00
2640,2025-06-24 11:44:40,2025-06-24 11:27:00
2641,2025-06-24 12:30:00,2025-06-24 12:12:20
2833,2025-06-24 13:17:00,2025-06-24 13:00:00
2889,2025-06-24 14:03:40,2025-06-24 13:46:20
2269,2025-06-24 08:44:40,2025-06-24 08:29:20
2661,2025-06-24 09:26:40,2025-06-24 09:12:40
2764,2025-06-24 10:08:40,2025-06-24 09:54:40
2853,2025-06-24 10:55:20,2025-06-24 10:38:00
2896,2025-06-24 11:40:40,2025-06-24 11:25:00
2951,2025-06-24 12:33:40,2025-06-24 12:14:40
2361,2025-06-24 08:38:20,2025-06-24 08:20:40
2410,2025-06-24 09:25:20,2025-06-24 09:08:20
2472,2025-06-24 10:13:40,2025-06-24 09:56:00
2501,2025-06-24 10:53:40,2025-06-24 10:39:40
2606,2025-06-24 11:43:40,2025-06-24 11:26:40
2884,2025-06-24 12:28:00,2025-06-24 12:12:20
2542,2025-06-24 08:42:00,2025-06-24 08:27:00
2638,2025-06-24 09:25:20,2025-06-24 09:09:40
2657,2025-06-24 10:14:20,2025-06-24 09:56:20
2771,2025-06-24 11:01:40,2025-06-24 10:44:00
2898,2025-06-24 11:45:20,2025-06-24 11:30:00
2249,2025-06-24 08:32:40,2025-06-24 08:16:20
2388,2025-06-24 09:22:20,2025-06-24 09:06:00
2694,2025-06-24 10:05:40,2025-06-24 09:49:00
2781,2025-06-24 10:56:40,2025-06-24 10:37:40
2780,2025-06-24 08:45:00,2025-06-24 08:28:00
2917,2025-06-24 09:35:00,2025-06-24 09:17:00
2351,2025-06-24 08:45:40,2025-06-24 08:29:20
2579,2025-06-24 09:27:00,2025-06-24 09:12:20
2582,2025-06-24 10:15:20,2025-06-24 09:58:40
2599,2025-06-24 10:59:20,2025-06-24 10:44:20
2662,2025-06-24 11:43:00,2025-06-24 11:26:40
2807,2025-06-24 12:30:00,2025-06-24 12:13:00
2817,2025-06-24 13:13:00,2025-06-24 12:57:00
2861,2025-06-24 13:57:00,2025-06-24 13:41:00
2885,2025-06-24 14:41:00,2025-06-24 14:25:00
2244,2025-06-24 08:35:00,2025-06-24 08:18:00
2276,2025-06-24 09:20:00,2025-06-24 09:03:00
2329,2025-06-24 10:04:20,2025-06-24 09:47:40
2345,2025-06-24 10:45:20,2025-06-24 10:29:20
2497,2025-06-24 11:32:00,2025-06-24 11:17:40
2646,2025-06-24 12:20:40,2025-06-24 12:02:20
2724,2025-06-24 13:00:00,2025-06-24 12:45:20
2728,2025-06-24 13:49:00,2025-06-24 13:33:00
2754,2025-06-24 14:34:20,2025-06-24 14:18:40
2755,2025-06-24 15:21:40,2025-06-24 15:06:00
2230,2025-06-24 08:36:00,2025-06-24 08:21:00
2362,2025-06-24 09:21:00,2025-06-24 09:04:00
2412,2025-06-24 10:05:40,2025-06-24 09:48:20
2468,2025-06-24 10:56:00,2025-06-24 10:38:20
2513,2025-06-24 11:40:00,2025-06-24 11:24:00
2634,2025-06-24 12:31:20,2025-06-24 12:12:40
2642,2025-06-24 13:18:40,2025-06-24 13:03:00
2773,2025-06-24 14:04:20,2025-06-24 13:48:00
2900,2025-06-24 14:50:20,2025-06-24 14:33:20
2290,2025-06-24 08:33:20,2025-06-24 08:17:40
2670,2025-06-24 09:15:20,2025-06-24 08:58:20
2862,2025-06-24 10:02:00,2025-06-24 09:45:40
1619,2025-06-24 08:30:20,2025-06-24 08:13:00
2337,2025-06-24 09:15:20,2025-06-24 08:58:20
2348,2025-06-24 10:01:00,2025-06-24 09:44:40
2488,2025-06-24 10:46:00,2025-06-24 10:31:00
2614,2025-06-24 11:33:20,2025-06-24 11:17:40
2776,2025-06-24 12:23:00,2025-06-24 12:04:40
2778,2025-06-24 13:09:20,2025-06-24 12:52:40
2806,2025-06-24 13:55:20,2025-06-24 13:37:20
2311,2025-06-24 08:39:00,2025-06-24 08:22:00
2590,2025-06-24 09:22:40,2025-06-24 09:06:20
2359,2025-06-24 08:41:40,2025-06-24 08:24:20
2461,2025-06-24 09:28:00,2025-06-24 09:12:20
2476,2025-06-24 10:13:40,2025-06-24 09:56:20
2499,2025-06-24 11:05:00,2025-06-24 10:47:20
2540,2025-06-24 11:49:40,2025-06-24 11:33:20
2564,2025-06-24 12:29:40,2025-06-24 12:14:40
2651,2025-06-24 13:14:20,2025-06-24 12:57:00
2846,2025-06-24 14:02:40,2025-06-24 13:45:00
1475,2025-06-24 08:09:00,
2167,2025-06-24 08:32:40,2025-06-24 08:18:00
2389,2025-06-24 09:18:40,2025-06-24 09:01:40
2841,2025-06-24 10:10:00,2025-06-24 09:51:20
2227,2025-06-24 08:52:20,2025-06-24 08:33:40
2432,2025-06-24 09:33:20,2025-06-24 09:18:20
2523,2025-06-24 10:22:40,2025-06-24 10:05:00
2536,2025-06-24 11:07:00,2025-06-24 10:49:20
2677,2025-06-24 11:57:00,2025-06-24 11:40:00
2731,2025-06-24 12:38:00,2025-06-24 12:24:00
2736,2025-06-24 13:19:40,2025-06-24 13:05:20
2741,2025-06-24 14:11:40,2025-06-24 13:52:40
2840,2025-06-24 14:58:40,2025-06-24 14:40:40
2855,2025-06-24 15:48:40,2025-06-24 15:30:40
2886,2025-06-24 16:35:20,2025-06-24 16:20:00
2904,2025-06-24 17:19:20,2025-06-24 17:03:20
2405,2025-06-24 08:41:00,2025-06-24 08:26:00
2631,2025-06-24 09:29:20,2025-06-24 09:13:40
2799,2025-06-24 10:08:20,2025-06-24 09:53:20
2842,2025-06-24 10:47:20,2025-06-24 10:33:20
2913,2025-06-24 11:33:40,2025-06-24 11:17:00
2234,2025-06-24 08:37:00,2025-06-24 08:21:00
2449,2025-06-24 09:25:40,2025-06-24 09:09:20
2532,2025-06-24 10:10:40,2025-06-24 09:52:40
2568,2025-06-24 10:58:40,2025-06-24 10:41:40
2714,2025-06-24 11:43:20,2025-06-24 11:28:00
2936,2025-06-24 12:27:40,2025-06-24 12:10:00
2228,2025-06-24 08:49:40,2025-06-24 08:32:20
2248,2025-06-24 09:36:20,2025-06-24 09:19:00
2270,2025-06-24 10:25:20,2025-06-24 10:08:20
2305,2025-06-24 11:14:00,2025-06-24 10:57:40
2519,2025-06-24 11:55:20,2025-06-24 11:38:40
2520,2025-06-24 12:37:00,2025-06-24 12:22:40
2719,2025-06-24 13:22:00,2025-06-24 13:06:00
2864,2025-06-24 14:14:00,2025-06-24 13:57:00
2267,2025-06-24 08:42:20,2025-06-24 08:25:40
2335,2025-06-24 09:27:20,2025-06-24 09:10:20
2374,2025-06-24 10:16:20,2025-06-24 09:58:20
2417,2025-06-24 11:05:00,2025-06-24 10:49:40
2490,2025-06-24 11:54:00,2025-06-24 11:36:00
2514,2025-06-24 12:40:20,2025-06-24 12:25:40
2700,2025-06-24 13:30:40,2025-06-24 13:12:00
2888,2025-06-24 14:16:00,2025-06-24 13:58:20
2440,2025-06-24 08:42:00,2025-06-24 08:24:00
2493,2025-06-24 09:24:40,2025-06-24 09:09:20
2647,2025-06-24 10:03:40,2025-06-24 09:49:40
2243,2025-06-24 08:40:00,2025-06-24 08:23:00
2308,2025-06-24 09:25:40,2025-06-24 09:07:20
2627,2025-06-24 10:07:00,2025-06-24 09:50:20
2725,2025-06-24 10:55:00,2025-06-24 10:36:00
2774,2025-06-24 11:40:20,2025-06-24 11:25:40
2832,2025-06-24 12:27:00,2025-06-24 12:10:40
2247,2025-06-24 08:38:20,2025-06-24 08:20:40
2354,2025-06-24 09:22:40,2025-06-24 09:08:00
2517,2025-06-24 10:06:00,2025-06-24 09:49:20
2681,2025-06-24 10:52:40,2025-06-24 10:36:20
2735,2025-06-24 11:37:40,2025-06-24 11:22:40
2761,2025-06-24 12:24:20,2025-06-24 12:08:00
2903,2025-06-24 13:11:40,2025-06-24 12:56:00
2924,2025-06-24 14:00:20,2025-06-24 13:43:00
2407,2025-06-24 08:35:40,2025-06-24 08:19:20
2496,2025-06-24 09:22:40,2025-06-24 09:04:40
2505,2025-06-24 10:05:00,2025-06-24 09:49:20
2546,2025-06-24 10:50:20,2025-06-24 10:34:40
2822,2025-06-24 11:38:00,2025-06-24 11:20:40
2887,2025-06-24 12:25:40,2025-06-24 12:07:20
2254,2025-06-24 08:43:40,2025-06-24 08:27:20
2318,2025-06-24 09:26:20,2025-06-24 09:11:00
2433,2025-06-24 10:13:20,2025-06-24 09:57:20
2442,2025-06-24 11:02:40,2025-06-24 10:45:00
2561,2025-06-24 11:52:40,2025-06-24 11:35:40
2703,2025-06-24 12:38:40,2025-06-24 12:22:40
2808,2025-06-24 13:21:20,2025-06-24 13:06:00
2946,2025-06-24 14:04:20,2025-06-24 13:48:20
1519,2025-06-24 08:06:00,
2616,2025-06-24 08:48:20,2025-06-24 08:31:40
2848,2025-06-24 09:32:00,2025-06-24 09:16:40
2282,2025-06-24 08:47:20,2025-06-24 08:30:40
2344,2025-06-24 09:31:00,2025-06-24 09:14:40
2444,2025-06-24 10:16:00,2025-06-24 10:01:00
2673,2025-06-24 11:00:00,2025-06-24 10:44:00
2676,2025-06-24 11:43:00,2025-06-24 11:27:00
2727,2025-06-24 12:28:00,2025-06-24 12:11:00
2737,2025-06-24 13:12:00,2025-06-24 12:56:00
2803,2025-06-24 13:57:40,2025-06-24 13:40:20
2915,2025-06-24 14:39:20,2025-06-24 14:25:00
2959,2025-06-24 15:23:00,2025-06-24 15:06:40
2371,2025-06-24 08:43:00,2025-06-24 08:27:00
2402,2025-06-24 09:30:40,2025-06-24 09:13:20
2630,2025-06-24 10:18:20,2025-06-24 10:01:00
2949,2025-06-24 11:04:20,2025-06-24 10:48:20
1720,2025-06-24 08:07:00,
2291,2025-06-24 08:52:20,2025-06-24 08:35:40
2721,2025-06-24 09:37:40,2025-06-24 09:21:00
2880,2025-06-24 10:24:00,2025-06-24 10:07:20
2510,2025-06-24 08:35:40,2025-06-24 08:21:20
2288,2025-06-24 08:36:20,2025-06-24 08:18:40
2940,2025-06-24 09:25:40,2025-06-24 09:08:00
2277,2025-06-24 08:45:20,2025-06-24 08:28:40
2357,2025-06-24 09:27:40,2025-06-24 09:12:00
2380,2025-06-24 10:17:40,2025-06-24 09:59:40
2504,2025-06-24 10:58:40,2025-06-24 10:44:40
2844,2025-06-24 11:40:40,2025-06-24 11:24:40
2901,2025-06-24 12:31:40,2025-06-24 12:12:40
1831,2025-06-24 08:09:00,
2279,2025-06-24 08:53:20,2025-06-24 08:36:40
2422,2025-06-24 09:40:00,2025-06-24 09:21:40
2537,2025-06-24 10:25:00,2025-06-24 10:11:00
2680,2025-06-24 11:04:40,2025-06-24 10:50:20
2739,2025-06-24 11:47:40,2025-06-24 11:31:40
2910,2025-06-24 12:39:40,2025-06-24 12:21:40
2916,2025-06-24 13:20:40,2025-06-24 13:06:40
2947,2025-06-24 14:04:40,2025-06-24 13:49:40
1711,2025-06-24 08:03:00,
2256,2025-06-24 08:51:00,2025-06-24 08:35:00
2310,2025-06-24 09:34:20,2025-06-24 09:18:40
2396,2025-06-24 10:19:00,2025-06-24 10:02:40
2435,2025-06-24 11:07:20,2025-06-24 10:51:40
2557,2025-06-24 11:52:20,2025-06-24 11:36:20
2950,2025-06-24 12:41:20,2025-06-24 12:25:20
2283,2025-06-24 08:37:20,2025-06-24 08:21:40
2541,2025-06-24 09:19:20,2025-06-24 09:05:20
2660,2025-06-24 10:09:20,2025-06-24 09:52:20
2665,2025-06-24 10:52:00,2025-06-24 10:35:40
