order_id,delivered_time,packing_time
1747,2025-06-23 12:40:00,2025-06-23 12:23:00
1962,2025-06-23 13:25:00,2025-06-23 13:08:00
2077,2025-06-23 14:15:00,2025-06-23 13:57:00
2094,2025-06-23 14:58:20,2025-06-23 14:41:40
1451,2025-06-23 08:40:40,2025-06-23 08:23:20
1659,2025-06-23 09:22:20,2025-06-23 09:08:00
1743,2025-06-23 10:09:00,2025-06-23 09:50:40
1769,2025-06-23 10:53:00,2025-06-23 10:39:00
1785,2025-06-23 11:35:00,2025-06-23 11:20:00
2013,2025-06-23 12:24:00,2025-06-23 12:06:00
1581,2025-06-23 08:35:00,2025-06-23 08:20:00
1710,2025-06-23 09:17:40,2025-06-23 09:02:20
1729,2025-06-23 10:09:00,2025-06-23 09:50:20
1765,2025-06-23 10:54:00,2025-06-23 10:37:00
1783,2025-06-23 11:43:00,2025-06-23 11:26:00
1910,2025-06-23 12:30:00,2025-06-23 12:13:00
1924,2025-06-23 13:16:40,2025-06-23 13:00:20
2022,2025-06-23 14:04:40,2025-06-23 13:46:40
2091,2025-06-23 14:47:40,2025-06-23 14:32:40
1485,2025-06-23 08:40:00,2025-06-23 08:23:00
1494,2025-06-23 09:28:20,2025-06-23 09:09:40
1621,2025-06-23 10:16:40,2025-06-23 09:59:00
1656,2025-06-23 10:59:00,2025-06-23 10:43:20
1677,2025-06-23 11:42:40,2025-06-23 11:25:20
1737,2025-06-23 12:29:40,2025-06-23 12:12:40
1797,2025-06-23 13:18:00,2025-06-23 13:00:20
1859,2025-06-23 14:10:00,2025-06-23 13:53:00
1941,2025-06-23 14:53:40,2025-06-23 14:38:20
1947,2025-06-23 15:38:20,2025-06-23 15:24:00
2074,2025-06-23 16:29:00,2025-06-23 16:10:40
2100,2025-06-23 17:11:40,2025-06-23 16:56:20
2124,2025-06-23 18:01:40,2025-06-23 17:45:40
2129,2025-06-23 18:47:20,2025-06-23 18:30:00
1716,2025-06-23 08:40:20,2025-06-23 08:21:40
1985,2025-06-23 09:26:20,2025-06-23 09:11:20
2189,2025-06-23 10:07:20,2025-06-23 09:52:20
1601,2025-06-23 08:35:20,2025-06-23 08:17:40
2038,2025-06-23 09:23:00,2025-06-23 09:07:40
2040,2025-06-23 10:07:20,2025-06-23 09:51:40
1668,2025-06-23 08:35:40,2025-06-23 08:21:20
1766,2025-06-23 09:23:00,2025-06-23 09:07:20
1813,2025-06-23 10:10:00,2025-06-23 09:51:00
1638,2025-06-23 08:42:00,2025-06-23 08:27:00
1642,2025-06-23 09:27:00,2025-06-23 09:12:00
1751,2025-06-23 10:11:40,2025-06-23 09:56:20
1995,2025-06-23 11:00:40,2025-06-23 10:44:40
2032,2025-06-23 11:47:20,2025-06-23 11:29:00
1491,2025-06-23 08:43:40,2025-06-23 08:28:20
1496,2025-06-23 09:29:20,2025-06-23 09:13:00
1501,2025-06-23 10:11:40,2025-06-23 09:56:00
1595,2025-06-23 10:52:40,2025-06-23 10:37:40
1603,2025-06-23 11:33:40,2025-06-23 11:17:40
1636,2025-06-23 12:17:40,2025-06-23 12:03:40
1730,2025-06-23 13:05:40,2025-06-23 12:48:40
1903,2025-06-23 13:51:20,2025-06-23 13:36:00
1976,2025-06-23 14:37:20,2025-06-23 14:21:20
2000,2025-06-23 15:23:00,2025-06-23 15:05:40
1598,2025-06-23 08:36:40,2025-06-23 08:21:20
1790,2025-06-23 09:29:20,2025-06-23 09:11:00
1860,2025-06-23 10:14:20,2025-06-23 09:58:20
1892,2025-06-23 11:02:40,2025-06-23 10:46:00
2012,2025-06-23 11:51:00,2025-06-23 11:33:20
2059,2025-06-23 12:33:40,2025-06-23 12:18:20
2067,2025-06-23 13:16:00,2025-06-23 13:01:20
2149,2025-06-23 14:04:20,2025-06-23 13:45:40
1462,2025-06-23 08:42:00,2025-06-23 08:24:00
1611,2025-06-23 09:31:00,2025-06-23 09:14:00
1735,2025-06-23 10:14:00,2025-06-23 09:58:00
1741,2025-06-23 11:00:20,2025-06-23 10:43:40
1868,2025-06-23 11:39:20,2025-06-23 11:24:20
1904,2025-06-23 12:26:40,2025-06-23 12:10:00
1953,2025-06-23 13:15:00,2025-06-23 12:57:20
1996,2025-06-23 14:02:00,2025-06-23 13:46:00
2055,2025-06-23 14:48:20,2025-06-23 14:33:40
2114,2025-06-23 15:38:40,2025-06-23 15:20:00
1607,2025-06-23 08:43:20,2025-06-23 08:26:40
1646,2025-06-23 09:26:40,2025-06-23 09:11:00
1756,2025-06-23 10:10:20,2025-06-23 09:55:00
1964,2025-06-23 10:53:20,2025-06-23 10:37:20
1979,2025-06-23 11:33:20,2025-06-23 11:19:20
2061,2025-06-23 12:24:40,2025-06-23 12:07:00
1498,2025-06-23 08:38:00,2025-06-23 08:22:00
1546,2025-06-23 09:25:20,2025-06-23 09:07:40
1623,2025-06-23 10:17:20,2025-06-23 09:59:20
1631,2025-06-23 11:03:40,2025-06-23 10:46:00
1734,2025-06-23 11:49:40,2025-06-23 11:33:40
1885,2025-06-23 12:33:40,2025-06-23 12:18:40
1901,2025-06-23 13:13:20,2025-06-23 12:59:00
1914,2025-06-23 13:59:40,2025-06-23 13:44:00
1969,2025-06-23 14:45:40,2025-06-23 14:28:40
1556,2025-06-23 08:35:40,2025-06-23 08:18:20
1561,2025-06-23 09:21:40,2025-06-23 09:04:40
2007,2025-06-23 10:09:20,2025-06-23 09:52:00
1416,2025-06-23 08:28:00,2025-06-23 08:09:00
1480,2025-06-23 09:12:20,2025-06-23 08:56:40
1625,2025-06-23 09:58:20,2025-06-23 09:41:20
1819,2025-06-23 10:43:00,2025-06-23 10:27:40
1873,2025-06-23 11:35:20,2025-06-23 11:16:40
1894,2025-06-23 12:23:00,2025-06-23 12:05:40
1945,2025-06-23 13:05:40,2025-06-23 12:49:20
2053,2025-06-23 13:51:40,2025-06-23 13:34:40
2160,2025-06-23 14:40:00,2025-06-23 14:23:20
1545,2025-06-23 08:41:00,2025-06-23 08:24:00
2132,2025-06-23 09:28:40,2025-06-23 09:12:20
1582,2025-06-23 08:48:40,2025-06-23 08:30:20
1771,2025-06-23 09:35:00,2025-06-23 09:17:20
1966,2025-06-23 10:25:40,2025-06-23 10:08:20
1982,2025-06-23 11:05:40,2025-06-23 10:49:40
1989,2025-06-23 11:45:40,2025-06-23 11:31:40
2131,2025-06-23 12:37:40,2025-06-23 12:19:40
2136,2025-06-23 13:25:00,2025-06-23 13:07:20
2154,2025-06-23 14:12:40,2025-06-23 13:56:20
1608,2025-06-23 08:35:40,2025-06-23 08:20:20
1757,2025-06-23 09:27:00,2025-06-23 09:08:20
1759,2025-06-23 10:13:20,2025-06-23 09:57:40
2194,2025-06-23 11:02:40,2025-06-23 10:44:00
1473,2025-06-23 08:47:00,2025-06-23 08:30:00
1489,2025-06-23 09:33:20,2025-06-23 09:15:40
1630,2025-06-23 10:22:00,2025-06-23 10:03:40
1781,2025-06-23 11:05:20,2025-06-23 10:48:40
1980,2025-06-23 11:50:00,2025-06-23 11:34:40
2043,2025-06-23 12:37:00,2025-06-23 12:21:00
2048,2025-06-23 13:23:00,2025-06-23 13:06:00
2057,2025-06-23 14:06:20,2025-06-23 13:50:40
1881,2025-06-23 08:36:00,2025-06-23 08:19:00
1886,2025-06-23 09:25:00,2025-06-23 09:07:00
1991,2025-06-23 10:07:20,2025-06-23 09:51:40
2044,2025-06-23 10:52:40,2025-06-23 10:36:00
2135,2025-06-23 11:41:40,2025-06-23 11:23:40
1555,2025-06-23 08:48:00,2025-06-23 08:29:00
1728,2025-06-23 09:31:20,2025-06-23 09:15:40
2035,2025-06-23 10:16:20,2025-06-23 09:59:20
2113,2025-06-23 11:07:00,2025-06-23 10:48:40
1553,2025-06-23 08:37:40,2025-06-23 08:22:20
1687,2025-06-23 09:25:20,2025-06-23 09:10:00
1715,2025-06-23 10:13:20,2025-06-23 09:55:20
1814,2025-06-23 10:59:20,2025-06-23 10:43:20
1864,2025-06-23 11:41:00,2025-06-23 11:25:40
1874,2025-06-23 12:31:00,2025-06-23 12:14:00
1891,2025-06-23 13:15:20,2025-06-23 12:58:40
1946,2025-06-23 14:00:00,2025-06-23 13:43:40
2069,2025-06-23 14:44:00,2025-06-23 14:27:00
1594,2025-06-23 08:34:00,2025-06-23 08:19:00
1872,2025-06-23 09:22:00,2025-06-23 09:04:00
1940,2025-06-23 10:08:20,2025-06-23 09:52:40
1999,2025-06-23 10:53:40,2025-06-23 10:36:00
2092,2025-06-23 11:42:20,2025-06-23 11:25:00
2126,2025-06-23 12:30:20,2025-06-23 12:12:20
1905,2025-06-23 08:43:20,2025-06-23 08:25:40
1907,2025-06-23 09:24:20,2025-06-23 09:09:20
1917,2025-06-23 10:10:40,2025-06-23 09:55:00
1956,2025-06-23 10:57:00,2025-06-23 10:40:20
1478,2025-06-23 08:46:40,2025-06-23 08:28:20
1575,2025-06-23 09:34:20,2025-06-23 09:19:00
1699,2025-06-23 10:22:20,2025-06-23 10:06:20
1776,2025-06-23 11:09:20,2025-06-23 10:52:20
1889,2025-06-23 11:52:00,2025-06-23 11:34:40
1934,2025-06-23 12:45:00,2025-06-23 12:27:00
2045,2025-06-23 13:27:20,2025-06-23 13:11:40
2088,2025-06-23 14:16:40,2025-06-23 14:00:00
2203,2025-06-23 15:02:20,2025-06-23 14:46:00
1050,2025-06-23 08:30:40,2025-06-23 08:13:00
1599,2025-06-23 09:16:20,2025-06-23 08:59:00
1640,2025-06-23 10:01:00,2025-06-23 09:45:40
1944,2025-06-23 10:45:40,2025-06-23 10:28:20
1987,2025-06-23 11:27:20,2025-06-23 11:11:00
922,2025-06-23 08:04:00,
1474,2025-06-23 08:49:00,2025-06-23 08:32:00
1669,2025-06-23 09:31:00,2025-06-23 09:14:00
1706,2025-06-23 10:21:40,2025-06-23 10:03:20
1722,2025-06-23 11:08:20,2025-06-23 10:52:00
1767,2025-06-23 11:56:40,2025-06-23 11:40:00
1787,2025-06-23 12:44:00,2025-06-23 12:26:20
1789,2025-06-23 13:32:40,2025-06-23 13:15:20
1793,2025-06-23 14:21:00,2025-06-23 14:04:20
2015,2025-06-23 15:05:00,2025-06-23 14:48:00
2118,2025-06-23 15:54:40,2025-06-23 15:37:20
2157,2025-06-23 16:45:00,2025-06-23 16:28:20
2197,2025-06-23 17:25:40,2025-06-23 17:10:20
2214,2025-06-23 18:06:40,2025-06-23 17:51:40
1516,2025-06-23 08:42:00,2025-06-23 08:28:00
1518,2025-06-23 09:30:20,2025-06-23 09:13:40
1615,2025-06-23 10:14:00,2025-06-23 09:56:40
1650,2025-06-23 11:02:40,2025-06-23 10:45:20
1658,2025-06-23 11:52:40,2025-06-23 11:35:40
1661,2025-06-23 12:42:40,2025-06-23 12:25:40
1681,2025-06-23 13:33:00,2025-06-23 13:14:20
1733,2025-06-23 14:19:20,2025-06-23 14:03:40
1845,2025-06-23 15:03:20,2025-06-23 14:46:20
1983,2025-06-23 15:49:00,2025-06-23 15:33:40
1457,2025-06-23 08:37:20,2025-06-23 08:20:40
1530,2025-06-23 09:20:20,2025-06-23 09:04:20
1534,2025-06-23 10:04:40,2025-06-23 09:50:00
1723,2025-06-23 10:52:00,2025-06-23 10:35:20
1869,2025-06-23 11:42:40,2025-06-23 11:24:20
1899,2025-06-23 12:26:00,2025-06-23 12:09:20
1482,2025-06-23 08:37:40,2025-06-23 08:22:20
1503,2025-06-23 09:28:00,2025-06-23 09:11:20
1536,2025-06-23 10:12:20,2025-06-23 09:56:40
1745,2025-06-23 11:02:40,2025-06-23 10:45:00
1761,2025-06-23 11:49:00,2025-06-23 11:32:20
1811,2025-06-23 12:34:20,2025-06-23 12:19:40
1818,2025-06-23 13:16:40,2025-06-23 13:01:00
1898,2025-06-23 14:03:00,2025-06-23 13:46:20
2210,2025-06-23 14:51:20,2025-06-23 14:33:40
730,2025-06-23 08:19:20,2025-06-23 08:03:00
1657,2025-06-23 09:07:40,2025-06-23 08:50:00
1667,2025-06-23 10:01:00,2025-06-23 09:42:20
1803,2025-06-23 10:49:00,2025-06-23 10:31:00
1959,2025-06-23 11:34:00,2025-06-23 11:19:00
2133,2025-06-23 12:17:40,2025-06-23 12:01:20
1579,2025-06-23 08:33:20,2025-06-23 08:18:40
1762,2025-06-23 09:21:40,2025-06-23 09:04:00
1841,2025-06-23 10:04:00,2025-06-23 09:48:20
1871,2025-06-23 10:47:00,2025-06-23 10:30:00
1574,2025-06-23 08:42:40,2025-06-23 08:25:20
2023,2025-06-23 09:30:20,2025-06-23 09:14:00
2199,2025-06-23 10:19:40,2025-06-23 10:01:00
1525,2025-06-23 08:41:40,2025-06-23 08:27:20
1572,2025-06-23 09:27:00,2025-06-23 09:12:20
1784,2025-06-23 10:08:20,2025-06-23 09:53:40
1829,2025-06-23 10:53:20,2025-06-23 10:38:20
2168,2025-06-23 11:34:40,2025-06-23 11:20:00
1456,2025-06-23 08:38:20,2025-06-23 08:22:40
1562,2025-06-23 09:28:00,2025-06-23 09:11:40
1570,2025-06-23 10:12:20,2025-06-23 09:56:40
1692,2025-06-23 11:02:20,2025-06-23 10:44:20
1806,2025-06-23 11:49:40,2025-06-23 11:33:00
1822,2025-06-23 12:38:40,2025-06-23 12:20:40
2041,2025-06-23 13:22:00,2025-06-23 13:05:20
2164,2025-06-23 14:04:00,2025-06-23 13:49:00
2185,2025-06-23 14:48:40,2025-06-23 14:32:20
1626,2025-06-23 08:40:00,2025-06-23 08:23:00
1725,2025-06-23 09:23:00,2025-06-23 09:07:00
1870,2025-06-23 10:14:20,2025-06-23 09:56:40
1958,2025-06-23 11:01:40,2025-06-23 10:45:00
2103,2025-06-23 11:44:40,2025-06-23 11:29:40
1446,2025-06-23 08:36:20,2025-06-23 08:18:40
1563,2025-06-23 09:28:40,2025-06-23 09:11:00
1567,2025-06-23 10:09:20,2025-06-23 09:54:00
1981,2025-06-23 10:58:00,2025-06-23 10:41:40
1998,2025-06-23 11:44:40,2025-06-23 11:26:20
2050,2025-06-23 12:35:00,2025-06-23 12:17:20
2171,2025-06-23 13:18:00,2025-06-23 13:04:00
1712,2025-06-23 08:41:20,2025-06-23 08:23:40
1878,2025-06-23 09:23:20,2025-06-23 09:07:20
